"","latitude","redirect_url","id","created","longitude","title","description","salary_is_predicted","contract_time","category.label","category.tag","company.display_name","location.display_name","location.__CLASS__","contract_type","salary_max","salary_min"
"734",34.749966,"https://www.adzuna.com/land/ad/1862266231?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=2085E5717A4BEDBCAA7169E4CE8A428632CB6B80","1862266231","2020-12-04T15:37:29Z",-92.285201,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Little Rock, Pulaski County","Adzuna::API::Response::Location",NA,NA,NA
"735",38.200906,"https://www.adzuna.com/land/ad/1862280164?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=EC97E92D98C090D07F1F1F7A6F2742EF35FCB756","1862280164","2020-12-04T15:41:00Z",-84.873284,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Frankfort, Franklin County","Adzuna::API::Response::Location",NA,NA,NA
"736",30.448378,"https://www.adzuna.com/land/ad/1862282739?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=B87C3AE2F2D5619953C8D92B20937BF9F06DF2FB","1862282739","2020-12-04T15:43:01Z",-91.188708,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Baton Rouge, East Baton Rouge Parish","Adzuna::API::Response::Location",NA,NA,NA
"737",35.65623,"https://www.adzuna.com/land/ad/1862288860?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=C2017C87D945F1C395205EF111130736CDDFE399","1862288860","2020-12-04T15:53:52Z",-105.96189,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Santa Fe County, New Mexico","Adzuna::API::Response::Location",NA,NA,NA
"738",35.77443,"https://www.adzuna.com/land/ad/1862290362?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=E70D3CFD056FFBE9E61D6941E5985FA8DDD3E8F0","1862290362","2020-12-04T15:55:09Z",-78.631362,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Raleigh, Wake County","Adzuna::API::Response::Location",NA,NA,NA
"739",39.148441,"https://www.adzuna.com/land/ad/1862289867?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=71E1A1C339250E4744D65108E4C138378610B38F","1862289867","2020-12-04T15:54:36Z",-119.662901,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Carson City, Nevada","Adzuna::API::Response::Location",NA,NA,NA
"740",43.230539,"https://www.adzuna.com/land/ad/1862288998?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=591D00CFF7313DADFF0D81C63461173E11A239AE","1862288998","2020-12-04T15:53:58Z",-71.547977,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Concord, Merrimack County","Adzuna::API::Response::Location",NA,NA,NA
"741",39.799492,"https://www.adzuna.com/land/ad/1862285307?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=BE1EB89C0C49E143EF0E9134417CD1ADA26E9BB1","1862285307","2020-12-04T15:45:20Z",-89.649874,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Springfield, Sangamon County","Adzuna::API::Response::Location",NA,NA,NA
"742",46.822464,"https://www.adzuna.com/land/ad/1862286874?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=BBB4FABE488F71540A1ABDE9398B6FE3BE264017","1862286874","2020-12-04T15:51:25Z",-100.718953,"Director Principal Statistician","...  consultation on special statistical methodology or on complex statistical, scientific and regulatory issues and mentors other statisticians and/or statistical analysts; - Represent ...  Statistician YOUR TASKS AND RESPONSIBILITIES The primary responsibilities of this role,Director Principal Statistician, are to: - Take the statistical lead for an indication, compound ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bayer","Bismarck, Burleigh County","Adzuna::API::Response::Location",NA,NA,NA
"743",37.390494,"https://www.adzuna.com/land/ad/1820826094?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=F61C7DC5C5091E7946B622695D78D24675F93716","1820826094","2020-11-13T12:29:49Z",-121.885434,"Data Governance Analyst","Ready to shake things up? Join us as we pursue our disruptive new vision to make machine data accessible, usable and valuable to everyone. We are a company filled with people who ...  success.Splunk is growing its Enterprise Data Management team to focus on the delivery of high-quality data to support good business processes and decision-making.We are looking for a smart ...","0",NA,"IT Jobs","it-jobs","Splunk","San Jose, Santa Clara County","Adzuna::API::Response::Location",NA,NA,NA
"744",42.636103,"https://www.adzuna.com/land/ad/1650296311?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=77C0CFFE9B7AFAED227799403244D7E6090FC5C5","1650296311","2020-08-19T05:53:09Z",-73.88646,"Data Governance Analyst","...  for developing a strong understanding of team data requirements, driving data governance, and promoting education in Data Governance.ResponsibilitiesHelp create a defined book of work ...  that will address all data requirementsAssist the team with the implementation of delivery plansHelp with periodic performance reportingMitigate external issues as they ariseFacilitate Data ...","0",NA,"IT Jobs","it-jobs","Open Systems Technologies","Albany County, New York","Adzuna::API::Response::Location",NA,NA,NA
"745",40.779546,"https://www.adzuna.com/land/ad/1820844698?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=74A6B597860F67545E917B5A4726F0803273B875","1820844698","2020-11-13T12:33:49Z",-74.023751,"Data Governance Analyst","...  key documentation, including data definitions, metrics, and supporting methodologies.Contribute to the definition and creation of the set of tools.Support the implementation of data ...  governance metrics and will provide technical training and documentation in support of metadata policies and processesCoordinate activities in support of the firm's data initiativeExecute ...","0",NA,"IT Jobs","it-jobs","Open Systems Technologies","Union City, Hudson County","Adzuna::API::Response::Location",NA,NA,NA
"746",40.75284,"https://www.adzuna.com/land/ad/1868335926?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=6E8A904FB5D9489EC0F8FA9D5AADAF998E409D32","1868335926","2020-12-08T00:25:36Z",-73.97528,"Operations Data Analyst","Perform periodic and ad-hoc operations data analysis to measure performance and conduct root cause analysis. Compile, analyze and provide reporting that identifies and defines ...  actionable information or recommends possible solutions for corrective actions. Collaborate with Provider File Reporting Data Quality Manager and Tower Leaders in identifying ...","0",NA,"IT Jobs","it-jobs","EmblemHealth","Grand Central, Manhattan","Adzuna::API::Response::Location",NA,NA,NA
"747",NA,"https://www.adzuna.com/land/ad/1853763574?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=BF86E910C4E84E31C45D17F5C864D52788112EB2","1853763574","2020-12-01T00:31:36Z",NA,"Data Analyst I","...  correction of programs and input data. • Conducts studies to organize data collection to select and apply appropriate methods of analyses, to evaluate findings and draw reliable conclusions ...  POSITION DESCRIPTION Program Specific Requirements: Incumbent will be required to provide support for program specific requirements in addition to the above requirements. Provide Data ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","JT4 LLC","US","Adzuna::API::Response::Location",NA,NA,NA
"748",34.012638,"https://www.adzuna.com/land/ad/1870237813?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=83184504E097A900DD58C8C077A7A792C5270D67","1870237813","2020-12-08T20:35:22Z",-118.495155,"Data Operations Analyst","...  of fans.The goal of this role is to focus on active quality-assurance and training for our international image & video annotation vendor. This role will be responsible for reviewing our data ...  holistically to identify errors and patterns, manage data issues, monitor and validate our Accuracy rate by reviewing a subset of data. As a QA specialist you will provide direct feedback ...","0",NA,"IT Jobs","it-jobs","GumGum","Santa Monica, Los Angeles County","Adzuna::API::Response::Location",NA,NA,NA
"749",38.93568,"https://www.adzuna.com/land/ad/1824051356?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=4B03DA49F3E23598B44513174B965204B4876C24","1824051356","2020-11-14T23:56:45Z",-77.26776,"Statistician/Data Analyst (Mid-level) (Technical Advisor STTA)",": Statistician/Data Analyst (Mid-level) (Technical Advisor STTA) Department/Location: Global Health-Education-Economic Growth Technical Point of Contact: Country Manager Type: Consultant ...  Classification: Consultancy Overview: IBTCI is seeking a consultant with experience in statistics/data analysis to run univariate, bivariate, multivariate, and regression analyses for country ...","0",NA,"Consultancy Jobs","consultancy-jobs","IBTCI","Tysons, Fairfax County","Adzuna::API::Response::Location",NA,NA,NA
"750",36.84102,"https://www.adzuna.com/land/ad/1875622794?se=BO6FOzs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=8C88F0F578590EA62CE4765CCFC2F25014AA921F","1875622794","2020-12-11T08:40:22Z",-119.80044,"Production data analyst","Essential Duties and Responsibilities:  Efficiently and effectively input daily data  Create and update plant records on Microsoft Excel  Draft weekly progress reports ...  for President and Plant Manager  Ability to create advanced Excel spreadsheets, PowerPoint presentations and analyze and interpret critical data  Work with operations and office personnel ...","0",NA,"Admin Jobs","admin-jobs","Aerotek","Fresno, Fresno County","Adzuna::API::Response::Location",NA,NA,NA
"751",41.508816,"https://www.adzuna.com/land/ad/1853762681?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=21E07108BF3F41E4206B4745BBBAA2563401D703","1853762681","2020-12-01T00:30:36Z",-81.673981,"Data Warehouse Analyst","...  documentation and training to Database Administrator. Provide training to other users as necessary - Generate a database schema based on data type and application related function - Design ... , code, and implement relational databases - Generate an efficient method for storing database data in the future Job Requirements: - Good understanding of query coding and relational ...","0",NA,"IT Jobs","it-jobs","Robert Half","Meyers, Forrest County","Adzuna::API::Response::Location",NA,NA,NA
"752",37.378535,"https://www.adzuna.com/land/ad/1820832058?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=251C3476D07E15DB82DFE5EC2DD7DBBB9552BE82","1820832058","2020-11-13T12:31:23Z",-122.086585,"Data Analyst - Security",". Responsibilities:- Coordinate teams to perform analysis on data to uncover the latest attacker techniques and abuse vector.- Drive actionable tactics to detect emerging threats and stop them ...  of technology or management or other equivalent majors.- Experience in risk analytics in multiple areas: account take over, fraud, spam, abuse and etc.- Proficiency in data analysis ...","0",NA,"IT Jobs","it-jobs","TikTok","Mountain View, Santa Clara County","Adzuna::API::Response::Location",NA,NA,NA
"753",37.798085,"https://www.adzuna.com/land/ad/1787491627?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=5C3AF98516D5A6CACE329586F9471211C901C6C0","1787491627","2020-10-27T23:51:05Z",-122.466538,"Analyst Revenue - Client Services","' experience working in data analysis and/or insight delivery with a proven record of creating business value from data. Experience in management consulting , business operations, or product ...","0","full_time","IT Jobs","it-jobs","Visa","San Francisco, California","Adzuna::API::Response::Location",NA,NA,NA
"754",42.38168,"https://www.adzuna.com/land/ad/1848019551?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=F2B90F73CD83BE62B8F84B59181AD8FD12F70231","1848019551","2020-11-27T15:07:35Z",-71.064086,"Bioinformatics Analyst","...  experimental procedures and the kinds of data produced (e.g. DNA sequencing, RNA sequencing, epigenetic readouts, clinical outcome annotations). Meet and discuss with clinical ...  and experimental colleagues to identify analytical challenges and goals.  Apply existing and novel algorithms to cancer data sets, analyze data quality, critically review and analyze results ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Massachusetts General Hospital","Charlestown, Suffolk County","Adzuna::API::Response::Location",NA,NA,NA
"755",29.918447,"https://www.adzuna.com/land/ad/1859520811?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=9D35D085417834D7F54A8CB57E58AB4E855837B9","1859520811","2020-12-03T07:46:48Z",-96.258873,"Support Analyst, Shared Services",". Together , let us transform the way the world pays. Job Description Our current HR Shared Services team provides support to Visa employees globally, primarily focused on processing data ...  and employment data Maintain confidentiality as it pertains to all Human Resource and Payroll information along with adhering to the Code of Conduct and Mission and Value statement ...","0","full_time","HR & Recruitment Jobs","hr-jobs","Visa","Austin County, Texas","Adzuna::API::Response::Location",NA,NA,NA
"756",37.38953,"https://www.adzuna.com/land/ad/1746584765?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=D93D12EFF3DFC71A2A18B68CF86D159713CD0668","1746584765","2020-10-06T19:45:12Z",-122.018391,"Data Solutions Engineer / Analyst","Responsibilities As a part of our Big Data Product team, the Data Solutions Engineer will be responsible for developing and validating of Big data products which runs on the large ...  Hadoop cluster. The qualified engineer will be developing and testing ETL process, Migrating applications to the Corporate Grid , developing Data validation tools used for performing ...","0",NA,"IT Jobs","it-jobs","Staffing Headquarters LLC.","Sunnyvale, Santa Clara County","Adzuna::API::Response::Location",NA,NA,NA
"757",33.675315,"https://www.adzuna.com/land/ad/1843823392?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=CF8603B75ACAAC38D35C9358B0A8FD64C7B77F0D","1843823392","2020-11-25T07:33:14Z",-117.817344,"Sr. Stat Programming Analyst (Part-time 100% REMOTE)",", and review (35%)3. Perform complex analysis in response to data requests in collaboration with designated statistician (10%)4. Collaborate with CDM (Clinical Data Management) and designated ...  hours.Job Title: Sr. Stat Programming Analyst (Completely remote position)Duration: 6 months contract (Potential to extend)Department: CC Clinical AffairsJob Category: ClinicalDuties:1 ...","0",NA,"Part time Jobs","part-time-jobs","Ultimate","Orange County, California","Adzuna::API::Response::Location",NA,NA,NA
"758",39.139295,"https://www.adzuna.com/land/ad/1740576151?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=76FF94AF1F1F46D52E9AF74D9B6AAC68C4BF7189","1740576151","2020-10-03T16:46:09Z",-77.180452,"Principal Statistician","Principal Statistician Gaithersburg, MD Contact: John Mailey – 203.955.1312 - jmaileypenfieldsearch.com Are you a Statistician – experienced or in the beginning of your career? Do ...  – join us We are offering opportunities for Statisticians and Statistical Leaders at several different career levels, depending on your previous experience. Our Late CVRM Biometrics ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Penfield Search Partners","Gaithersburg, Montgomery County","Adzuna::API::Response::Location","permanent",NA,NA
"759",35.21107,"https://www.adzuna.com/land/ad/1875612946?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=F99BE31D79C6CB3E073F27E35FF21161B53252E4","1875612946","2020-12-11T08:34:14Z",-80.86715,"Data Analyst -Big Data","Data Analyst -Big Data Location: Charlotte, NC • 10 years of data management related experience leading technical / business teams in delivering analytic, business intelligence ... , data warehousing / data-centric products and solutions • Expertise in Data governance, data management and risk controls that adhere to Enterprise Data Management,…","0",NA,"IT Jobs","it-jobs","DIVERSANT, LLC","Charlotte, Mecklenburg County","Adzuna::API::Response::Location",NA,NA,NA
"760",NA,"https://www.adzuna.com/land/ad/1012147543?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=5B2ECFBDE7DF15CF53310F422233921F4EBB11C5","1012147543","2018-11-16T14:23:49Z",NA,"Statistician III","Job Title: Statistician III Location: Cambridge, MA, Zip Code 02142 Duration: 12 Months (Contract with possibility of extension) on W2 Pay Rate: Negotiable:- (Open Pay rate ...  for Right Candidates) Out station candidates can be considered if open for relocation Key Highlights: Words from the Manager:  NEED A MIX OF STATISTICIAN & BIOLOGIST  NOTE ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Select Source International","US","Adzuna::API::Response::Location",NA,NA,NA
"761",NA,"https://www.adzuna.com/land/ad/977439363?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=AE196602E9C3662F96B6289322D1A95B7BFD51AE","977439363","2018-10-10T12:02:18Z",NA,"Statistician III","Job Title: Statistician III Location: Cambridge, MA, Zip Code 02142 Duration: 12 Months (Contract with possibility of extension) on W2 Out station candidates can be considered ...  if open for relocation Need A Mix Of Statistician & Biologist  Masters or PhD in biology (Bachelors OK if they have PhD in Statistics) Note: - This is a Statistician supporting ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Select Source International","US","Adzuna::API::Response::Location",NA,NA,NA
"762",NA,"https://www.adzuna.com/land/ad/1007150047?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=0C7C8B23125536EAE42673167646BACB452D6FFE","1007150047","2018-11-10T11:48:10Z",NA,"Statistician III","Job Title: Statistician III Location: Cambridge, MA, Zip Code 02142 Duration: 12 Months (Contract with possibility of extension) on W2 Pay Rate: Negotiable Out station candidates ...  can be considered if open for relocation Key Highlights: Words from the Manager:  NEED A MIX OF STATISTICIAN & BIOLOGIST  NOTE: - This is a Statistician supporting Biologists ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Select Source International","US","Adzuna::API::Response::Location",NA,NA,NA
"763",30.38717,"https://www.adzuna.com/land/ad/1875610568?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=BA121688F49F37524733E875368B095E29E9E5E3","1875610568","2020-12-11T08:33:29Z",-97.70554,"Data Analyst / Data Steward","The Data Steward's responsibilities may include: Establishing and maintaining a robust outreach program to deptt. programs and business process experts Socializing concepts, best ...  practices and encouraging a culture that fosters each individual in the organization's roles and responsibilities with respect to data quality Collaborating with members of the development ...","0",NA,"IT Jobs","it-jobs","Instant Serve LLC","Balcones, Travis County","Adzuna::API::Response::Location",NA,NA,NA
"764",42.485869,"https://www.adzuna.com/land/ad/1670085925?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=34D24A9CADE74447C8178233A0F33EDCD22FD820","1670085925","2020-08-27T20:55:08Z",-83.105203,"Senior Predictive Modeler and Statistician","...  Position Hiring. CONSIDERED EXPERIENCE INCLUDES: Statistician Predictive Modeler Insurance Statistics Actuary Actuarial Risk Modeling Analyst Sr Predictive Analyst Predictive Analytics ... Shall apply multivariate statistical methods and data mining techniques including, but not limited to:  Generalized linear models  Linear and logistic regression  Decision trees ...","0",NA,"Engineering Jobs","engineering-jobs","FF&C Mgt","Madison Heights, Oakland County","Adzuna::API::Response::Location",NA,NA,NA
"765",38.934146,"https://www.adzuna.com/land/ad/1739218048?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=BDB936ABA3C6EFDE9D29379B30B5FE5C931CF8DC","1739218048","2020-10-03T00:23:28Z",-77.2217,"Data Exploitation Analyst","Description Job Description: We have an exciting opportunity for a Data Exploitation Analyst to support a client’s requirements in a challenging, dynamic setting located ...  in the Washington Metropolitan Area. The position is for the Pathfinder contract. The Data Exploitation Analyst will be responsible for improving the completeness of data in TIDE by using ...","0",NA,"IT Jobs","it-jobs","Leidos","Tysons Corner, Fairfax County","Adzuna::API::Response::Location",NA,NA,NA
"766",40.357298,"https://www.adzuna.com/land/ad/1750838904?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=F89F1859AA44B50AFD0EE1DEB6C1A1BECED841FF","1750838904","2020-10-08T19:02:54Z",-74.667223,"2021 Data Analyst","...  the financial data that feeds Bloomberg products.  The Role: Data Analysts possess a unique combination of technical skills and business insight, as well as strong communication and ability ... Bloomberg runs on data, and our Global Data team acquires and supplies it to our clients. Teams work to collect, analyze, process and publish the data which is the backbone of our ...","0","full_time","IT Jobs","it-jobs","Bloomberg","Princeton, Mercer County","Adzuna::API::Response::Location",NA,NA,NA
"767",42.400469,"https://www.adzuna.com/land/ad/1521944033?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=88C5E4FE61A7551635E7A0FCEED214B77FA8D5BD","1521944033","2020-04-15T20:08:29Z",-71.257723,"Study Statistician","Job Description: Sanofi Genzyme will be positioned to become a world leader in rare blood disorders. The Rare Blood Disorders franchise focus on growth with an unmatched hemophilia portfolio, the first approved treatment for acquired thrombotic thrombocytopenic purpura (aTTP), and the potential to launch several more therapies over the next five years, providing the opportunity to bring new therapies to patients who currently have few options. With a fast-growing pipeline, this position will pl…","0","full_time","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Sanofi","Waltham, Middlesex County","Adzuna::API::Response::Location",NA,NA,NA
"768",41.741514,"https://www.adzuna.com/land/ad/1864398129?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=F5979FABE667F9FC1F539EA88B24DB996E99511A","1864398129","2020-12-05T18:12:14Z",-91.609326,"Commercial Data Analyst","OverviewThe Commercial Data Analyst works closely with the Commercial Systems Manager and Commercial Portfolio Metrics/Analytics Administrator to assist with various functions ...  of the Commercial Credit department in data analysis, reporting and system administration. Assists with various projects within the department as they relate to data management, mining ...","0","full_time","IT Jobs","it-jobs","Greenstate Credit Union","North Liberty, Johnson County","Adzuna::API::Response::Location",NA,NA,NA
"769",34.208387,"https://www.adzuna.com/land/ad/1872124954?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=DA87A343145C16B95A322E181D6AD0A53A142D14","1872124954","2020-12-09T18:14:08Z",-118.402459,"Senior BI Analyst/Data Analyst","Ref ID: 00320-9502782041Classification: Senior BI Analyst/Data AnalystCompensation: DOEFor immediate consideration, email your resume directly to Lisa.Beruberht.comYou ...  reporting on their own. If you have what it takes, then look no furtherTop Requirements:1. 8 years experience in data analyst, business intelligence role2. Enterprise BI experience ...","0",NA,"IT Jobs","it-jobs","Robert Half","Valley Glen, Los Angeles County","Adzuna::API::Response::Location",NA,NA,NA
"770",37.405992,"https://www.adzuna.com/land/ad/1866123185?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=C7CE917F4E2E2B469B7D8AA2BB5E298B53EE909B","1866123185","2020-12-06T19:13:51Z",-122.078515,"Senior Business Data Analyst","...  solutions and our app partners.The Data Analytics &amp; Science team drives user growth and retention using product insights and marketing channel optimization for the Small Business Group ... . We are an exciting, growing and fun team that works with industry- leading analytics tools, techniques and best practices.As a Senior Analyst for Digital Acquisition Analytics, you ...","0",NA,"PR, Advertising & Marketing Jobs","pr-advertising-marketing-jobs","Intuit","Mountain View, Santa Clara County","Adzuna::API::Response::Location",NA,NA,NA
"771",NA,"https://www.adzuna.com/land/ad/1834867362?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=75C23356315466CC480194E8FB7172DC304FD7C6","1834867362","2020-11-20T02:44:25Z",NA,"Financial Management Statistician, Consultant","Responsibilities Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high ...  performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding ...","0",NA,"Energy, Oil & Gas Jobs","energy-oil-gas-jobs","Guidehouse","US","Adzuna::API::Response::Location",NA,NA,NA
"772",NA,"https://www.adzuna.com/land/ad/1872561597?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=18ACFDE2E45A3ED4EC0F1EC66EFC3E7E25E23CC9","1872561597","2020-12-09T22:47:42Z",NA,"IT Analyst (ETL Data Analyst)","IT Analyst (ETL Data Analyst) This IT Analyst will be responsible for the technical analysis, design, implementation, and support of complex systems for data and document ...  archiving activities. In this role the individual will perform (ETL) Extract-Transform-Load, data staging, execute data migration, and provide application support ...","0",NA,"IT Jobs","it-jobs","Experis","US","Adzuna::API::Response::Location",NA,NA,NA
"773",NA,"https://www.adzuna.com/land/ad/1842498784?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=0C151BD6764C00A488711557DA1A3348563E091C","1842498784","2020-11-24T15:15:07Z",NA,"Program Analyst/Data Analyst, Expert",", Expert. Job Description A Program Analyst must have knowledge in how to plan, analyze and evaluate the effectiveness of operating programs. Must be able to use source data to evaluate ...  and analyzing source data to evaluate program effectiveness and analyze business processes. Must have experience in meeting with analysts and other team representatives to review documents ...","0",NA,"IT Jobs","it-jobs","Base One Technologies","US","Adzuna::API::Response::Location",NA,NA,NA
"774",33.534925,"https://www.adzuna.com/land/ad/1873078181?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=846C2A6F17B704B3780D7674BE255C69557B0F23","1873078181","2020-12-10T04:56:22Z",-112.184751,"Insurance Analyst",", CSAA Insurance Group will create AAA members for life by fulfilling our promise to be there when they need us Are you an experienced Senior Analyst with strong business acumen, ready ...  to take on more leadership and provide data-driven insights to influence strategic initiatives? At CSAA, our State Product Management team is responsible for the profit and loss of our ...","0","full_time","Accounting & Finance Jobs","accounting-finance-jobs","CSAA Insurance Group, a AAA Insurer","Glendale, Maricopa County","Adzuna::API::Response::Location",NA,NA,NA
"775",40.580382,"https://www.adzuna.com/land/ad/1844749696?se=9q5hPjs96xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=031EA3A267A53732B6D8D82B18C146706B26C3BB","1844749696","2020-11-25T19:17:38Z",-74.285147,"Data Analyst / Finance Analyst (SQL)","At E78, we assist our clients in finding just the right candidates to fit their needs They are currently seeking a strong Data Analyst with a strong background in FPA (Finance ... ) to support their strategic business needs on a full-time basis. This role requires an analyst who is comfortable working with databases as well as SQL, Excel and accounting systems ...","0","full_time","Accounting & Finance Jobs","accounting-finance-jobs","E78 Partners","Avenel, Middlesex County","Adzuna::API::Response::Location",NA,NA,NA
