"","salary_max","redirect_url","contract_time","contract_type","longitude","title","created","description","salary_is_predicted","latitude","id","salary_min","location.display_name","company.display_name","category.label","category.tag"
"87",53431.94,"https://www.adzuna.co.uk/jobs/details/1873102787?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=AD14FE95C32A05E64D1B0298F6069718796CB73A",NA,NA,-0.309365,"Translational <strong>Statistician</strong>","2020-12-10T11:03:21Z","...  will provide YOU the opportunity to lead key activities to progress YOUR career. The responsibilities for Lead <strong>Statistician</strong> include some of the following: Work with partners in Clinical ...  Pharmacology, Biology and Discovery Medicine to integrate all relevant sources of <strong>data</strong> (PK, biology, physiology, disease/safety PD) into quantitative models that predict outcomes in humans ...","1",51.4865,"1873102787",53431.94,"Brentford, West London","GlaxoSmithKline","Scientific & QA Jobs","scientific-qa-jobs"
"88",51454.5,"https://www.adzuna.co.uk/jobs/details/1859396799?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=FBB01CB559A9C65BA5570E2A6F79BF57797783A6",NA,NA,-2.36398,"Senior <strong>Statistician</strong>","2020-12-03T10:29:53Z","CK Group are recruiting for a Senior <strong>Statistician</strong> to join a company in the Pharmaceutical industry at their site based in Cambridge on a contract basis for 12 months. Company: Our ...  to share this with the scientific, healthcare and business communities within the UK. Location: This Senior <strong>Statistician</strong> role will be home based. Salary: £80 per hour, depending upon ...","1",51.731701,"1859396799",51454.5,"Cambridge, Gloucester","CK Clinical","Scientific & QA Jobs","scientific-qa-jobs"
"89",153600,"https://www.adzuna.co.uk/jobs/details/1858511657?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=B105B49BB9EB48B5D7C04A58CC25B48D968FC1E1",NA,NA,NA,"Senior <strong>Statistician</strong>","2020-12-03T02:39:01Z","CK Group are recruiting for a Senior <strong>Statistician</strong> to join a company in the Pharmaceutical industry at their site based in Cambridge on a contract basis for 12 months. Company: Our ...  to share this with the scientific, healthcare and business communities within the UK. Location: This Senior <strong>Statistician</strong> role will be home based. Salary: £80 per hour, depending upon ...","0",NA,"1858511657",153600,"Eastern England, UK","CK GROUP","Scientific & QA Jobs","scientific-qa-jobs"
"90",163200,"https://www.adzuna.co.uk/jobs/details/1860333102?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=A02785F1247D24114D8468869B2D67B574F21192",NA,NA,-2.36398,"Senior <strong>Statistician</strong>","2020-12-03T23:23:05Z","CK Group are recruiting for a Senior <strong>Statistician</strong> to join a company in the Pharmaceutical industry at their site based in Cambridge on a contract basis for 12 months. Company: Our ...  to share this with the scientific, healthcare and business communities within the UK. Location: This Senior <strong>Statistician</strong> role will be based at our clients site in Cambridge. Salary: £80 ...","0",51.731701,"1860333102",153600,"Cambridge, Gloucester","CK GROUP","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"91",39633.87,"https://www.adzuna.co.uk/jobs/land/ad/1871689642?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=2DCE578A5412C0F407B87058B4CB8614E64B0D16",NA,NA,-0.300443,"Business <strong>Data</strong> <strong>Analyst</strong>","2020-12-09T18:28:34Z","Business <strong>Data</strong> <strong>Analyst</strong> You will be joining a Jarmany team working with one of our Financial Services clients to help deliver on several key regulatory programmes. You must have ...  a strong technology background (SQL, Excel etc) and it will be highly desirable if you have commodity product knowledge. Business <strong>Data</strong> <strong>Analyst</strong> Responsibilities: - Support the timely ...","1",51.4123,"1871689642",39633.87,"Kingston Upon Thames, South West London","Jarmany Ltd","IT Jobs","it-jobs"
"92",22000,"https://www.adzuna.co.uk/jobs/details/1861587377?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=FF504F3241D4D158C2A51E356D6D830EEA4BE4BF","full_time",NA,-2.612653,"Associate <strong>Statistician</strong>","2020-12-04T12:40:54Z","Associate <strong>Statistician</strong> – Global Healthcare Market Research Agency – South Manchester - £20K – £22K plus bonus and benefits The Company An industry leading globally recognised ...  on training and development and want employees to progress within the organisation. The Role As the Associate <strong>Statistician</strong>, you will be joining a close nit team who are responsible providing ...","0",53.206334,"1861587377",20000,"Cheshire, North West England","Carrot Pharma Recruitment Ltd","Scientific & QA Jobs","scientific-qa-jobs"
"93",30000,"https://www.adzuna.co.uk/jobs/land/ad/1874593591?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=A97343D78D5E2B9DE544288652330A3BE5BB03F3",NA,NA,-1.4648,"Customer <strong>Data</strong> <strong>Analyst</strong>","2020-12-11T00:47:50Z","Customer <strong>Data</strong> <strong>Analyst</strong> International Retail & Manufacturing business Excellent opportunity to join an international business Support the marketing and product teams to understand ...  more about their customers Help the business sell more directly to consumers Excellent opportunity to join a fast growing team and business as a Customer <strong>Data</strong> <strong>Analyst</strong>. The company ...","0",53.383099,"1874593591",25000,"Sheffield, South Yorkshire","ADLIB Recruitment","PR, Advertising & Marketing Jobs","pr-advertising-marketing-jobs"
"94",48021.21,"https://www.adzuna.co.uk/jobs/details/1820104493?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=C79F28F5EAD3FE6A44E7FFDF241C4642ABE707B2",NA,NA,NA,"Contract <strong>Statistician</strong>","2020-11-13T10:16:23Z","Contract <strong>Statistician</strong> – Home Based– 12 months AL Solutions is actively looking for a Contract <strong>Statistician</strong> to work for a market leading full-service CRO headquartered in the UK ...  and external meetings - Contribute to the development of new SOPs and methods/processes - Project management - Training, mentoring and developing <strong>Statisticians</strong> - Possibly Line Management ...","1",NA,"1820104493",48021.21,"UK","AL2S3 LTD","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"95",44221.34,"https://www.adzuna.co.uk/jobs/details/1877536404?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=DDF9AD12660F2B1363523A71B0C6E0F766A0B653",NA,NA,0.48914,"Senior <strong>Statistician</strong>","2020-12-12T14:54:18Z","My client is a full-service CRO that works with pharmaceutical, biotechnology and medical devices companies globally. They're looking for a Senior <strong>Statistician</strong> to join ...  and internal customers -Working to clients expectations and maintaining high customer care values. Handling challenging clients diplomatically. -Support <strong>statisticians</strong> working on assigned ...","1",52.055901,"1877536404",44221.34,"New England, Halstead","Volt","Scientific & QA Jobs","scientific-qa-jobs"
"96",25116.33,"https://www.adzuna.co.uk/jobs/land/ad/1869762645?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=E062F006FED0B15B375A1723077C715E66C7C653",NA,NA,-1.09116,"Finance/ <strong>Data</strong> <strong>Analyst</strong>","2020-12-08T23:13:06Z","Finance/ <strong>Data</strong> <strong>Analyst</strong> Location: Lakeside North Harbour, PO6 Salary: Competitive Hours of Work: 37.5 Hours per week, Monday to Friday 9am to 5:30pm About the Company: SPB UK ...  details available upon request. We currently have an opportunity for a Finance/<strong>Data</strong> <strong>Analyst</strong> to join our growing team. You will be reporting to the Deputy Financial Controller, you ...","1",50.798901,"1869762645",25116.33,"Portsmouth, Hampshire","SPB UK & Ireland Ltd","Accounting & Finance Jobs","accounting-finance-jobs"
"97",40746.58,"https://www.adzuna.co.uk/jobs/details/1876219474?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=F473933571966477A55B623960E7D6AC44CD321D",NA,NA,NA,"Senior <strong>Statistician</strong>","2020-12-11T20:47:32Z","My client is a full-service CRO that works with pharmaceutical, biotechnology and medical devices companies globally. They're looking for a Senior <strong>Statistician</strong> to join ...  and internal customers -Working to clients expectations and maintaining high customer care values. Handling challenging clients diplomatically. -Support <strong>statisticians</strong> working on assigned ...","1",NA,"1876219474",40746.58,"UK","Volt Europe Limited","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"98",30561.37,"https://www.adzuna.co.uk/jobs/land/ad/1848560592?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=77B6046CBAF8C8A01AF348CF94C86D6C7AFED043",NA,NA,-2.05431,"Commercial <strong>Data</strong> <strong>Analyst</strong>","2020-11-28T02:20:49Z","...  an exciting transformation period. As a Commercial <strong>Data</strong> <strong>Analyst</strong>, you will be responsible for delivering commercial insights to the Merchandise and Marketing functions, developing commercial ...  to improve future decisions The position of Commercial <strong>Data</strong> <strong>Analyst</strong> will suit someone with a proven record of working in a <strong>Data</strong>/ Business Intelligence function. You must have an advanced ...","1",52.583199,"1848560592",30561.37,"Willenhall, West Midlands","Guardian Support","IT Jobs","it-jobs"
"99",35000,"https://www.adzuna.co.uk/jobs/land/ad/1869765625?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=727E77B92021B375E2A8740FD5D4DDCA6BFA8A77",NA,NA,-0.754624,"Reporting and <strong>Data</strong> <strong>Analyst</strong>","2020-12-08T23:13:32Z","Are you an experienced <strong>Data</strong> <strong>Analyst</strong> looking for your next challenge? Are you able to collate, analyse and report on <strong>data</strong> from various sources? Are you confident when holding ... , and experienced Reporting and <strong>Data</strong> <strong>Analyst</strong>. The role will predominately be based in the BMW Head Office in Farnborough and is a full-time role, working 40 hours per week, Monday to Friday. What ...","0",51.293999,"1869765625",0,"Farnborough, Hampshire","MSX International Limited","IT Jobs","it-jobs"
"100",70000,"https://www.adzuna.co.uk/jobs/details/1855399229?se=SMYJIw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=4A8FE1BD71EFF009B7864256B641D0734267D6E5",NA,NA,-0.749466,"Principal <strong>Statistician</strong>","2020-12-01T20:44:16Z","CK Group are recruiting for a Principal <strong>Statistician</strong> to join a Pharmaceutical company at their site based in High Wycombe on a permanent basis. Flexible home working is available ... . Qualifications: · Ideally a PhD or MSc in Statistics or related field. · Strong proven experience as a <strong>statistician</strong> within the pharmaceutical. · Experience leading experimental design, modeling ...","0",51.628799,"1855399229",0,"High Wycombe, Buckinghamshire","CK GROUP","Scientific & QA Jobs","scientific-qa-jobs"
"101",50000,"https://www.adzuna.co.uk/jobs/land/ad/1871688002?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=AC547FBCF72B7C99827EE0E14DD28FB54EAC2D4C",NA,NA,-2.355658,"<strong>Data</strong> <strong>Analyst</strong> Engineer","2020-12-09T18:27:41Z","UK Global billion Turnover company is seeking a <strong>Data</strong> <strong>Analyst</strong> Engineer for a new team that are focused around the cloud. Do you love <strong>data</strong>, is your SQL a high standard and would you ...  to the company <strong>data</strong> <strong>analysts</strong> Maintaining a <strong>Data</strong> Catalog to provide users with insight into their <strong>data</strong> Create and maintain a user access policy Be the key point of contact to the business ...","0",52.509745,"1871688002",40000,"West Midlands, UK","Woodrow Mercer Associates LLP","IT Jobs","it-jobs"
"102",35000,"https://www.adzuna.co.uk/jobs/land/ad/1871688320?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=4B4E92E698DAB581842087D3DF87DF69364B45BA",NA,NA,-1.38404,"Senior <strong>Data</strong> <strong>Analyst</strong>","2020-12-09T18:27:48Z","Please note this is a FTC 12 Month contract. NHS Supply Chain are recruiting for a Senior <strong>Data</strong> <strong>Analyst</strong>. The <strong>Data</strong> Management team are responsible for i nterrogating supplier ...  will manage a small team of <strong>Data</strong> <strong>Analysts</strong> to deliver against targets. You will drive proactive activities to deliver system population with valid <strong>data</strong>, ensuring completeness of routines ...","0",53.0975,"1871688320",26000,"Alfreton, Derbyshire","Supply Chain Coordination Limited","IT Jobs","it-jobs"
"103",21892,"https://www.adzuna.co.uk/jobs/land/ad/1876218099?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=A3A7149FED9945288C62B5085431D2A89D83D641",NA,NA,0.606947,"<strong>Data</strong> <strong>Analyst</strong> Apprentice","2020-12-11T20:43:36Z","There is no shortage of <strong>data</strong> collected from across the NHS. As a <strong>Data</strong> <strong>Analyst</strong> working for The NHS, you will be part of a large, dynamic team. You will deliver high quality ... , conscientiousness, effectiveness and grit. Future prospects: After your <strong>Data</strong> Analysis Apprenticeship, you can progress into any Junior <strong>Data</strong> <strong>Analyst</strong>, <strong>Data</strong> Scientist and <strong>Data</strong> engineer rol…","0",51.2467,"1876218099",21892,"Leeds, Maidstone","WhiteHat","IT Jobs","it-jobs"
"104",38000,"https://www.adzuna.co.uk/jobs/land/ad/1835332624?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=ED609F8105F007E7027D0BE5E8B8053670E1A0AC",NA,NA,-1.28679,"Business <strong>Data</strong> <strong>Analyst</strong>","2020-11-20T14:26:43Z","We have an exciting opportunity for a Business <strong>Analyst</strong> to join our growing team in Kidlington. This is a brand new role within our Developer Services function, providing <strong>data</strong> ...  that highlight trends and discrepancies. Analysis and collation of <strong>data</strong> from various sources to show key themes, trends and highlight risk to the business. Analyse performance metrics ...","0",51.820702,"1835332624",35000,"Kidlington, Oxfordshire","THE CLANCY GROUP","IT Jobs","it-jobs"
"105",20400,"https://www.adzuna.co.uk/jobs/details/1858512186?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=E49EDA749F9F1657D4B7BCE441B2D9775FCB3347",NA,NA,-0.02806,"Contract <strong>Statistician</strong>","2020-12-03T02:39:04Z","...  for a highly experienced <strong>Statistician</strong> to join them at the Project Lead/Associate Director level on a 12 month contract. The role lies within the heart of the business major portfolios which ...  activities Oversee internal and external <strong>statisticians</strong> in the delivery of analysis and reporting Interpret and present clinical trial results. What you'll need to succeed A Statistics ...","0",51.451818,"1858512186",18000,"South East London, London","Hays Life Sciences","Scientific & QA Jobs","scientific-qa-jobs"
"106",51668,"https://www.adzuna.co.uk/jobs/land/ad/1844758180?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=5FCAE17B75F37DF1AFED85665CD3BCF12117E6FF",NA,NA,-1.89359,"<strong>Data</strong> Science <strong>Analyst</strong>","2020-11-26T00:36:27Z","University Hospitals NHS Foundation Trust (UHBFT) has an existing opportunity for a Senior <strong>Data</strong> Science <strong>Analyst</strong> to join the Health Informatics Team and make a significant ...  science economy by providing a set of facilities that we have identified to be absent in the region and bring a new focus around the utility of healthcare <strong>data</strong>, including patient ...","0",52.483002,"1844758180",45753,"Birmingham, West Midlands","University Hospitals Birmingham NHS Foundation Trust","Scientific & QA Jobs","scientific-qa-jobs"
"107",30000,"https://www.adzuna.co.uk/jobs/land/ad/1827952169?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=5C84518793E94C52AC83E77DB6EBD06342A25994",NA,NA,-1.58188,"<strong>Data</strong> <strong>Analyst</strong> SQL","2020-11-17T06:21:26Z","...  billion and more than 295,000 clients. Our award winning products include Self-Invested Personal Pensions (SIPP), ISAs and Dealing Accounts. Job Description As a <strong>Data</strong> Quality <strong>Analyst</strong> ... /<strong>Data</strong> <strong>Analyst</strong> you will form key working relationships across all areas of the business to support the improvement of <strong>data</strong> quality and delivery of the <strong>data</strong> management strategy. What ...","0",51.9492,"1827952169",25000,"Salford, Chipping Norton","Aj Bell Limited","IT Jobs","it-jobs"
"108",33449.29,"https://www.adzuna.co.uk/jobs/land/ad/1855391871?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=C1C4AFCA208553D3D449349F75852EFEAEC3A1D5",NA,NA,-1.82236,"<strong>Data</strong> <strong>Analyst</strong> (Operations)","2020-12-01T20:38:43Z","...  to all parts of our business. To help us to do this, we are recruiting for a <strong>Data</strong> <strong>Analyst</strong> who will empower our colleagues to make better decision for customers through <strong>data</strong> driven ... <strong>Data</strong> and Analytics sits at the heart of Central England Co-operative and plays a crucial role in what we do. Our mission is to empower our colleagues to make better decisions ...","1",52.683601,"1855391871",33449.29,"Lichfield, Staffordshire","Central England Co operative","IT Jobs","it-jobs"
"109",41504.61,"https://www.adzuna.co.uk/jobs/details/1877536424?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=656AD38F862685AFA90DED7769203AEDEE2CEC69",NA,NA,0.48914,"Principal <strong>Statistician</strong>","2020-12-12T14:54:37Z","My client is a full-service CRO that works with pharmaceutical, biotechnology and medical devices companies globally. They're looking for a Principal <strong>Statistician</strong> to join ...","1",52.055901,"1877536424",41504.61,"New England, Halstead","Volt","Consultancy Jobs","consultancy-jobs"
"110",42978.76,"https://www.adzuna.co.uk/jobs/details/1876220154?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=D00963360844F4F34945F280B19BD44030D7EC5C",NA,NA,NA,"Principal <strong>Statistician</strong>","2020-12-11T20:47:36Z","My client is a full-service CRO that works with pharmaceutical, biotechnology and medical devices companies globally. They're looking for a Principal <strong>Statistician</strong> to join ...","1",NA,"1876220154",42978.76,"UK","Volt Europe Limited","Consultancy Jobs","consultancy-jobs"
"111",35180.39,"https://www.adzuna.co.uk/jobs/land/ad/1877328519?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=816DE3EDD70181AC3092DFE0F1B5988799B001D3",NA,NA,NA,"Finance <strong>Data</strong> <strong>Analyst</strong>","2020-12-12T11:57:51Z","A well-known Fashion group is seeking an enthusiastic <strong>Data</strong> <strong>Analyst</strong> to join its global HQ based in Central London on a temporary basis. Extensive <strong>data</strong> modelling, analysis ... /manipulation and presentation of information <strong>Data</strong> gathering and preparation of monthly management reporting pack Undertake variance analysis to understand drivers and summarise clearly ...","1",NA,"1877328519",35180.39,"London, UK","Radley Green Limited","Accounting & Finance Jobs","accounting-finance-jobs"
"112",29295.69,"https://www.adzuna.co.uk/jobs/land/ad/1876218149?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=03FEAEE02E6A1A372C8AB43C782E3CD6A577B31C",NA,NA,-0.02806,"Fundraising <strong>Data</strong> <strong>Analyst</strong>","2020-12-11T20:43:37Z","...  in its workforce and oozes creativity and belief in people's capability to achieve anything. We are currently looking to recruit a Fundraising <strong>Analyst</strong> to join our team on a permanent basis ...  and modern solutions and staying up to date with the sector. Create SQL scripts for <strong>data</strong> analysis ensuring the <strong>data</strong> is accurate, complies with business rules and <strong>data</strong> protection legislation ...","1",51.451818,"1876218149",29295.69,"South East London, London","Mencap","IT Jobs","it-jobs"
"113",21712.44,"https://www.adzuna.co.uk/jobs/land/ad/1831382961?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=464D971FB22B7C74B31E5EB8FF8DBCCA21B06907",NA,NA,-2.69008,"Production <strong>Data</strong> <strong>Analyst</strong>","2020-11-18T22:37:14Z",". The Role Based at our production facility in Bretherton, Lancashire, you will become a key part of the Production <strong>Data</strong> team working alongside the Senior Production <strong>Analyst</strong> towards ...  to communicate to the Production teams. Tasks will also include: Creating and maintaining <strong>data</strong> systems for communicating production performance <strong>data</strong> to the shop floor Analysing <strong>data</strong> to identify ...","1",53.696701,"1831382961",21712.44,"Leyland, Lancashire","GA Pet Food Group Limited","Scientific & QA Jobs","scientific-qa-jobs"
"114",38208.86,"https://www.adzuna.co.uk/jobs/land/ad/1833606438?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=BA5DF095C99C5A7D525B72F0AB587E6C41DA7D3D",NA,NA,-1.40323,"Finance <strong>Data</strong> <strong>Analyst</strong>","2020-11-19T18:08:55Z","...  and professional development. About the role As an Expense <strong>Analyst</strong> you will interrogate and manipulate <strong>data</strong> from a variety of source systems to provide robust <strong>data</strong> backed insight to support ... Location: Southampton Company: Quilter Plc Department: Finance Type of Contract: Fixed Term Contract Closing Date: 22 November 2020 As an Expense <strong>Analyst</strong> you will support the Head ...","1",50.904999,"1833606438",38208.86,"Southampton, Hampshire","Quilter","Accounting & Finance Jobs","accounting-finance-jobs"
"115",37423.86,"https://www.adzuna.co.uk/jobs/land/ad/1826900765?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=8CB4C5B707F939A6AA61F6BC09815BC8B8AABB90",NA,NA,-0.02806,"Senior <strong>Data</strong> <strong>Analyst</strong>","2020-11-16T20:29:13Z","...  match. We are looking for a (Senior) <strong>Data</strong> <strong>Analyst</strong> to join our Analytics team within the Marketplace Management department. You support our stakeholders with <strong>data</strong> projects, analyses ...  and dashboards, making sure that <strong>data</strong> is at the heart of every decision we make Main Duties: You translate business problems into analytical questions to provide actionable insights ...","1",51.451818,"1826900765",37423.86,"South East London, London","Totaljobs Group","IT Jobs","it-jobs"
"116",25,"https://www.adzuna.co.uk/jobs/land/ad/1860320279?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=197883C8CAF4B13BB0239FCE456D1AC2A5E45878",NA,NA,-2.5919,"<strong>Data</strong> Research <strong>Analyst</strong>","2020-12-03T23:17:12Z","...  company and to contribute to the success of our business, read on. A Tailor-Made Opportunity As we look to strengthen our team, we are excited to be recruiting a <strong>Data</strong> Research <strong>Analyst</strong> ...  on a permanent basis to join our Thornbury based team. You will be responsible for making sense of the vast array of <strong>data</strong> that exists about our customers, competitors and markets, and supplying ...","0",51.455299,"1860320279",25,"Bristol, South West England","Alexandra","PR, Advertising & Marketing Jobs","pr-advertising-marketing-jobs"
"117",39594.96,"https://www.adzuna.co.uk/jobs/land/ad/1849215672?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=621341925A588189A734AFD4A17EC7E4449EDA58",NA,NA,-1.28501,"<strong>Data</strong> Protection and Security Compliance <strong>Analyst</strong>","2020-11-28T12:10:20Z","...  The Role An opportunity has arisen for a <strong>Data</strong> Protection and Security Compliance <strong>Analyst</strong> to join the established team. This role will suit an IT professional who holds an appropriate ...  professional qualification in auditing, <strong>data</strong> security or <strong>data</strong> compliance. Ideally, you will have worked within a governance or a <strong>data</strong> security team in a medium to large organisation where you ...","1",51.670101,"1849215672",39594.96,"Abingdon, Oxfordshire","RPS Group Plc","IT Jobs","it-jobs"
"118",32000,"https://www.adzuna.co.uk/jobs/land/ad/1852440535?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=3CA8FC2580F432AF2F574BACEAEA5A305D64B08E",NA,NA,-0.13642,"Disability <strong>Analyst</strong>","2020-11-30T14:14:15Z","Disability <strong>Analyst</strong> Are you an experienced healthcare professional looking for a new challenge? Have you considered a career that offers you a chance to use your current skills ...  in a different way? Join our team of Disability <strong>Analysts</strong> and you will enjoy a structured working week allowing a great work life balance, a rewarding salary of £32,000 - £35,800  on target ...","0",50.8195,"1852440535",1600,"Brighton, East Sussex","Ascenti Physio Limited","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"119",32000,"https://www.adzuna.co.uk/jobs/land/ad/1852440426?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=1FE65B3ACF78328D4BD865256751C10DA92687D9",NA,NA,NA,"Disability <strong>Analyst</strong>","2020-11-30T14:14:08Z","Disability <strong>Analyst</strong> Are you an experienced healthcare professional looking for a new challenge? Have you considered a career that offers you a chance to use your current skills ...  in a different way? Join our team of Disability <strong>Analysts</strong> and you will enjoy a structured working week allowing a great work life balance, a rewarding salary of £32,000 - £35,800  on target ...","0",NA,"1852440426",1600,"Yorkshire And The Humber, UK","Ascenti Physio Limited","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"120",32000,"https://www.adzuna.co.uk/jobs/land/ad/1852440557?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=A20EFFDEA090688B565D5F10077FAFF15933C972",NA,NA,-1.67681,"Disability <strong>Analyst</strong>","2020-11-30T14:14:16Z","Disability <strong>Analyst</strong> Are you an experienced healthcare professional looking for a new challenge? Have you considered a career that offers you a chance to use your current skills ...  in a different way? Join our team of Disability <strong>Analysts</strong> and you will enjoy a structured working week allowing a great work life balance, a rewarding salary of £32,000 - £35,800  on target ...","0",54.656601,"1852440557",1600,"Bishop Auckland, County Durham","Ascenti Physio Limited","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"121",32000,"https://www.adzuna.co.uk/jobs/land/ad/1852440464?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=4F1AA6A29C03A32F2DCD910F4F87910798349DBB",NA,NA,-1.746207,"Disability <strong>Analyst</strong>","2020-11-30T14:14:10Z","Disability <strong>Analyst</strong> Are you an experienced healthcare professional looking for a new challenge? Have you considered a career that offers you a chance to use your current skills ...  in a different way? Join our team of Disability <strong>Analysts</strong> and you will enjoy a structured working week allowing a great work life balance, a rewarding salary of £32,000 - £35,800  on target ...","0",55.028274,"1852440464",1600,"Newcastle Upon Tyne, Tyne & Wear","Ascenti Physio Limited","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"122",32000,"https://www.adzuna.co.uk/jobs/land/ad/1852440568?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=1D2DFB92097D8C4893A1C8740C609922817EF42F",NA,NA,1.73299,"Disability <strong>Analyst</strong>","2020-11-30T14:14:16Z","Disability <strong>Analyst</strong> Are you an experienced healthcare professional looking for a new challenge? Have you considered a career that offers you a chance to use your current skills ...  in a different way? Join our team of Disability <strong>Analysts</strong> and you will enjoy a structured working week allowing a great work life balance, a rewarding salary of £32,000 - £35,800  on target ...","0",52.6077,"1852440568",1600,"Great Yarmouth, Norfolk","Ascenti Physio Limited","Unknown","unknown"
"123",32000,"https://www.adzuna.co.uk/jobs/land/ad/1852440547?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=95C4BAAEE204FA764FBCF51BB8F72BC8BA015358",NA,NA,-1.03341,"Disability <strong>Analyst</strong>","2020-11-30T14:14:15Z","Disability <strong>Analyst</strong> Are you an experienced healthcare professional looking for a new challenge? Have you considered a career that offers you a chance to use your current skills ...  in a different way? Join our team of Disability <strong>Analysts</strong> and you will enjoy a structured working week allowing a great work life balance, a rewarding salary of £32,000 - £35,800  on target ...","0",50.8806,"1852440547",1600,"Waterlooville, Hampshire","Ascenti Physio Limited","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"124",32000,"https://www.adzuna.co.uk/jobs/land/ad/1867202977?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=AC096313F7C2D81504986C133223F0EE77DC2044",NA,NA,NA,"Disability <strong>Analyst</strong>","2020-12-07T16:24:07Z","Disability <strong>Analyst</strong> Are you an experienced healthcare professional looking for a new challenge? Have you considered a career that offers you a chance to use your current skills ...  in a different way? Join our team of Disability <strong>Analysts</strong> and you will enjoy a structured working week allowing a great work life balance, a rewarding salary of £32,000 - £35,800  on target ...","0",NA,"1867202977",1600,"Taunton, Somerset","Ascenti Physio Limited","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
"125",32000,"https://www.adzuna.co.uk/jobs/land/ad/1867203029?se=vF21Kg496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=B81E5282E7B43DEB8C365EFD343A1DF3DC09D446",NA,NA,-0.371387,"Disability <strong>Analyst</strong>","2020-12-07T16:24:09Z","Disability <strong>Analyst</strong> Are you an experienced healthcare professional looking for a new challenge? Have you considered a career that offers you a chance to use your current skills ...  in a different way? Join our team of Disability <strong>Analysts</strong> and you will enjoy a structured working week allowing a great work life balance, a rewarding salary of £32,000 - £35,800  on target ...","0",50.814701,"1867203029",1600,"Worthing, West Sussex","Ascenti Physio Limited","Healthcare & Nursing Jobs","healthcare-nursing-jobs"
